"Y","X","C","Z","Delta","W"
0.859225668251362,NA,0.382923117439239,0,0,0.382923117439239
3.6358924436308,0.284731321357475,0.34616663494599,1,1,0.284731321357475
1.84593483228801,NA,0.271911185400288,0,0,0.271911185400288
2.07275267436014,NA,0.290698781934872,0,0,0.290698781934872
3.6472306237808,NA,0.0331211951734894,1,0,0.0331211951734894
1.55439353912678,NA,0.0271533292132091,1,0,0.0271533292132091
0.68526400765307,0.322151210130696,0.666515216193282,0,1,0.322151210130696
1.35757247319802,0.595693396195147,0.674020432511232,0,1,0.595693396195147
1.54323311453061,0.456510209771669,0.494872794398943,0,1,0.456510209771669
1.69720883616011,NA,0.0715901445215458,1,0,0.0715901445215458
1.06487610256739,NA,0.334961534993463,0,0,0.334961534993463
2.25469285794334,NA,0.13866433345131,1,0,0.13866433345131
1.33005109290089,NA,0.595647972525754,0,0,0.595647972525754
0.900476948441104,NA,0.40807687013,0,0,0.40807687013
3.25763397491376,NA,0.052851927772426,1,0,0.052851927772426
3.69556424785549,0.102276515236921,0.120643080638784,1,1,0.102276515236921
1.97931524555347,NA,0.0870272335227888,0,0,0.0870272335227888
1.12684984185931,NA,0.572851707625537,0,0,0.572851707625537
2.07577406152032,NA,0.00987504481466728,1,0,0.00987504481466728
1.35500701303095,NA,0.0797395640935378,1,0,0.0797395640935378
2.49424830301714,NA,0.12047042094137,1,0,0.12047042094137
3.1081972671233,NA,0.0259707242280505,1,0,0.0259707242280505
2.53512069496471,NA,0.0586927131152286,1,0,0.0586927131152286
1.32795853208661,NA,0.00649369804958954,1,0,0.00649369804958954
3.70926295494085,0.0560650027485346,0.198213956171949,1,1,0.0560650027485346
1.03498781651131,NA,0.0959538651121153,1,0,0.0959538651121153
2.07504363959981,0.204505211611574,0.39139587783594,1,1,0.204505211611574
1.92466110162747,NA,0.351525382483561,0,0,0.351525382483561
2.57351630951795,NA,0.19273988287891,0,0,0.19273988287891
1.53401144316299,0.0355776762326516,0.0966463364101496,1,1,0.0355776762326516
1.45424381254764,NA,0.244892362896102,0,0,0.244892362896102
1.55210779862434,NA,0.132111854795466,0,0,0.132111854795466
2.63372913221186,NA,0.0132664002523056,1,0,0.0132664002523056
3.26711038155434,NA,0.328776776623997,0,0,0.328776776623997
2.01804984384971,NA,0.0191248116360175,1,0,0.0191248116360175
1.76518668241415,NA,0.0225337923204641,1,0,0.0225337923204641
2.4697458946411,NA,0.282162650336603,1,0,0.282162650336603
3.42430975298116,0.491502292888464,0.58310900972411,0,1,0.491502292888464
0.847626998881733,NA,0.482490875213168,0,0,0.482490875213168
1.76712366958863,NA,0.00468958566940374,1,0,0.00468958566940374
0.833632641774919,0.284664287903984,0.71984423945124,0,1,0.284664287903984
2.88026393827201,NA,0.0156575154155086,1,0,0.0156575154155086
1.06448672137574,NA,0.445866493618806,0,0,0.445866493618806
1.16189069385732,NA,0.0275949766260851,0,0,0.0275949766260851
0.75710881737609,NA,0.0434824902992806,0,0,0.0434824902992806
1.04543428055821,NA,0.0752640511258098,0,0,0.0752640511258098
2.83772852280045,NA,0.0394030510684288,1,0,0.0394030510684288
1.42264128764127,NA,0.268550905387057,0,0,0.268550905387057
2.31983241674781,NA,0.081743577156372,1,0,0.081743577156372
2.67898840620737,NA,0.0260354496078894,1,0,0.0260354496078894
0.764585503881813,0.21626088757402,0.666842030741688,0,1,0.21626088757402
0.804138831380025,NA,0.367054914283316,0,0,0.367054914283316
1.94888550939398,0.425619729726433,0.482150882999124,0,1,0.425619729726433
3.80655836019145,0.13353767140785,0.21993438311053,1,1,0.13353767140785
1.30849473728988,NA,0.247908978765385,0,0,0.247908978765385
2.24318242507369,NA,0.0237224288647868,1,0,0.0237224288647868
2.0676308341361,NA,0.0209798695698765,1,0,0.0209798695698765
1.90336192492236,0.000959988242392683,0.330670638412244,1,1,0.000959988242392683
0.24329931887109,NA,0.221052485314761,0,0,0.221052485314761
0.839507001519174,NA,0.328732361412993,0,0,0.328732361412993
0.757059029467121,NA,0.0249652838829521,1,0,0.0249652838829521
3.61988100594574,NA,0.108627608834694,1,0,0.108627608834694
2.64021352204151,NA,0.0125622359813558,1,0,0.0125622359813558
3.24421265312225,NA,0.0986824570340591,1,0,0.0986824570340591
2.71140242642471,NA,0.101638607669274,1,0,0.101638607669274
1.33931641832901,0.35073608243226,0.405155868245285,0,1,0.35073608243226
0.833011935639847,NA,0.479315298428791,0,0,0.479315298428791
3.22266981590356,NA,0.0556151847185769,1,0,0.0556151847185769
3.10350963621521,NA,0.03157396423224,1,0,0.03157396423224
1.92234537070216,0.0707050581906654,0.112405485607343,1,1,0.0707050581906654
1.23680070946568,NA,0.206352604851881,0,0,0.206352604851881
1.13843432380355,NA,0.00990171168721048,1,0,0.00990171168721048
1.52877871346399,NA,0.115390824688056,1,0,0.115390824688056
2.52962790749522,0.067030148181663,0.233213862366802,1,1,0.067030148181663
4.76735606357099,NA,0.141754685062537,1,0,0.141754685062537
2.78995097968931,NA,0.111427983977096,1,0,0.111427983977096
2.16634498733138,NA,0.00707000991801388,0,0,0.00707000991801388
2.89789324893393,0.181335878314583,0.365368009506508,0,1,0.181335878314583
2.22757860446495,NA,0.0611716818394052,1,0,0.0611716818394052
0.248952614245762,NA,0.248351755918601,0,0,0.248351755918601
2.35679139243869,NA,0.0301647678812401,1,0,0.0301647678812401
0.965773429248646,0.31630292733687,0.319808680975413,0,1,0.31630292733687
1.26626125624353,NA,0.483191687546921,1,0,0.483191687546921
-0.131883031652105,NA,0.260511582111926,0,0,0.260511582111926
2.04729688949136,NA,0.122502579992855,1,0,0.122502579992855
2.88969889307742,NA,0.22838319855727,0,0,0.22838319855727
2.23514586042578,NA,0.291012727320891,0,0,0.291012727320891
3.10827651142318,NA,0.0408432150001108,1,0,0.0408432150001108
0.991371235040182,NA,0.448978543757668,0,0,0.448978543757668
1.30798613058708,0.258221875588108,0.453318741051201,0,1,0.258221875588108
3.19094934034007,NA,0.0531792994436539,1,0,0.0531792994436539
2.53820252096672,0.0953844660047112,0.56581669397995,1,1,0.0953844660047112
0.611489179725013,0.584167878072529,0.615182693593449,0,1,0.584167878072529
0.892672204863101,NA,0.400409263753148,0,0,0.400409263753148
2.86012940224392,NA,0.0191526363696705,1,0,0.0191526363696705
3.69080430373609,0.0471119029719796,0.137678368659143,1,1,0.0471119029719796
1.4783804861554,NA,0.504247825970901,0,0,0.504247825970901
2.59395178816255,NA,0.0523337527185175,1,0,0.0523337527185175
0.110798160036329,NA,0.0390137531706099,1,0,0.0390137531706099
2.94288792181674,NA,0.0959881014451043,1,0,0.0959881014451043
2.12384619612808,NA,0.177025785490376,0,0,0.177025785490376
3.32056074590676,NA,0.0276511784586722,1,0,0.0276511784586722
2.67268465892749,NA,0.044681712783168,1,0,0.044681712783168
2.38463602911434,NA,0.0327689206699052,1,0,0.0327689206699052
2.59009265978529,NA,0.762512695367033,0,0,0.762512695367033
0.710741178045937,NA,0.586437307799528,0,0,0.586437307799528
1.14396208947999,NA,0.0294460187938443,0,0,0.0294460187938443
0.804165234240091,NA,0.285524104969094,0,0,0.285524104969094
2.81013070816594,NA,0.0588046719832378,1,0,0.0588046719832378
2.93217203885967,NA,0.138871515916926,1,0,0.138871515916926
1.32982670925323,NA,0.271140198874318,1,0,0.271140198874318
0.615171998847272,NA,0.29431588332106,0,0,0.29431588332106
1.09790039251881,0.538800545594157,0.647209531020542,0,1,0.538800545594157
1.31801539225964,NA,0.562483724368388,0,0,0.562483724368388
2.00486620284384,0.326825883475817,0.566118977559231,1,1,0.326825883475817
0.370829965652345,NA,0.402583045897794,0,0,0.402583045897794
2.37931985249512,NA,0.260801217832473,0,0,0.260801217832473
1.60946854313377,NA,0.619160935589437,0,0,0.619160935589437
3.553436248415,NA,0.0982928964654089,1,0,0.0982928964654089
0.830656028834257,NA,0.352961897045443,0,0,0.352961897045443
4.20680777174288,NA,0.0377048952999393,1,0,0.0377048952999393
1.9620301409471,0.156525157140172,0.186270902556284,1,1,0.156525157140172
2.06176462390551,NA,0.165481786496683,1,0,0.165481786496683
1.76548772551102,NA,0.623395169057543,0,0,0.623395169057543
1.22258101668413,0.457994349180072,0.57799678177918,0,1,0.457994349180072
1.614850474042,NA,0.285673673250485,0,0,0.285673673250485
2.35869472679212,NA,0.00276157297237587,1,0,0.00276157297237587
2.22450495206264,NA,0.20609030487748,1,0,0.20609030487748
2.14119506815949,NA,0.403824418488993,0,0,0.403824418488993
0.832694116604321,0.379993561376383,0.710967401228544,0,1,0.379993561376383
2.22260768191932,NA,0.199392583527557,0,0,0.199392583527557
2.00528854671802,NA,0.40465267723119,0,0,0.40465267723119
1.18030684718425,NA,0.125202861143527,0,0,0.125202861143527
0.909434207790529,NA,0.448028287241528,0,0,0.448028287241528
3.09945954237069,NA,0.0506252954748319,1,0,0.0506252954748319
2.49065735082247,NA,0.0072647384935262,1,0,0.0072647384935262
1.79530690007222,NA,0.39432787216246,1,0,0.39432787216246
2.72858548926067,NA,0.166329539330254,0,0,0.166329539330254
3.21114467776188,NA,0.0301326155047076,1,0,0.0301326155047076
2.2387527821123,NA,0.407292185509823,0,0,0.407292185509823
1.03045638743793,NA,0.13777415489223,0,0,0.13777415489223
1.23479625519241,NA,0.121223647647738,0,0,0.121223647647738
2.01254991536258,NA,0.274534410734538,0,0,0.274534410734538
2.68250695272812,NA,0.140199735524601,0,0,0.140199735524601
2.37422317843875,NA,0.00512136781641297,1,0,0.00512136781641297
2.80600990514914,NA,0.0649204971152015,1,0,0.0649204971152015
3.06422417928355,0.462428797118747,0.756639645437587,0,1,0.462428797118747
1.04508462016303,NA,0.117623155558686,0,0,0.117623155558686
2.71193427363084,NA,0.0143918059167409,1,0,0.0143918059167409
3.21958112573629,NA,0.0496020688636308,1,0,0.0496020688636308
0.454465373551192,NA,0.390957098811377,0,0,0.390957098811377
2.13663334252121,NA,0.277404369033794,0,0,0.277404369033794
3.01174886537979,NA,0.110969248006111,1,0,0.110969248006111
2.60881496253293,NA,0.111822460998504,1,0,0.111822460998504
2.22186125627837,NA,0.497512991153571,0,0,0.497512991153571
2.38259642649044,NA,0.109378226038646,0,0,0.109378226038646
3.1812994045078,NA,0.169919295687901,0,0,0.169919295687901
1.37286727343534,NA,0.0962768423933858,0,0,0.0962768423933858
2.2278099694558,NA,0.364431926123876,0,0,0.364431926123876
0.0220751131115831,NA,0.204442937711846,0,0,0.204442937711846
1.84445029763355,NA,0.203685547627336,0,0,0.203685547627336
1.35175086314687,NA,0.474288283716246,0,0,0.474288283716246
0.687080889975783,NA,0.166244677379762,0,0,0.166244677379762
1.91808181353188,NA,0.432286982510274,0,0,0.432286982510274
0.529112050947814,NA,0.0666611842239004,1,0,0.0666611842239004
2.09058577802311,NA,0.327383329459316,0,0,0.327383329459316
3.40012462613156,0.216287254340203,0.323573467503893,1,1,0.216287254340203
2.12245312225511,NA,0.00134269410493231,1,0,0.00134269410493231
0.552474626300679,NA,0.430861615910692,0,0,0.430861615910692
2.26933901828253,NA,0.234208279466987,0,0,0.234208279466987
1.63918326033882,NA,0.358459146824322,0,0,0.358459146824322
1.69942447662563,NA,0.293162134695043,0,0,0.293162134695043
2.41418302746915,0.19220795475348,0.375793604962893,0,1,0.19220795475348
0.324845191735144,NA,0.237455826673936,0,0,0.237455826673936
0.435146893107703,NA,0.103550811774566,0,0,0.103550811774566
2.59548993066906,NA,0.444002415887357,0,0,0.444002415887357
1.02223537886453,NA,0.351336115529571,0,0,0.351336115529571
1.53167061319048,NA,0.0365210495101291,1,0,0.0365210495101291
2.61999979705975,NA,0.188720052280924,0,0,0.188720052280924
4.16403118886855,NA,0.143058634319802,1,0,0.143058634319802
2.87130595841613,NA,0.0853593129985828,1,0,0.0853593129985828
0.0254975918068643,NA,0.166945160884252,0,0,0.166945160884252
-0.454926272265435,NA,0.275066698280639,0,0,0.275066698280639
1.16917754943601,NA,0.448078735880677,0,0,0.448078735880677
2.2755238988492,0.313685258579887,0.329650185689912,1,1,0.313685258579887
4.21808247639186,NA,0.041157775890026,1,0,0.041157775890026
0.0283095645658624,NA,0.674586333805227,0,0,0.674586333805227
0.159661661567543,NA,0.403931299760308,0,0,0.403931299760308
2.05559182591218,0.211249082278711,0.307708885078952,0,1,0.211249082278711
0.818226424610751,NA,0.106948310866214,0,0,0.106948310866214
2.37684327381143,NA,0.13790950242371,1,0,0.13790950242371
0.33651067713706,NA,0.0780479677832637,0,0,0.0780479677832637
1.7313749107595,NA,0.145172131989413,1,0,0.145172131989413
2.83467593841365,NA,0.235968009422758,0,0,0.235968009422758
2.17806752625918,NA,0.221841584433281,0,0,0.221841584433281
2.65531294910161,0.172775795155042,0.23464446423813,0,1,0.172775795155042
1.51667928793967,NA,0.411311770658285,0,0,0.411311770658285
2.44231775053336,NA,0.049795924219217,1,0,0.049795924219217
3.819525644744,NA,0.0484372558237542,1,0,0.0484372558237542
0.646224013807076,NA,0.340564910353621,0,0,0.340564910353621
1.56439535833631,NA,0.128700289839272,0,0,0.128700289839272
2.24422173119728,NA,0.164721508718239,0,0,0.164721508718239
1.67104630931437,NA,0.69415676891106,0,0,0.69415676891106
3.45001978298859,NA,0.00957286212913345,1,0,0.00957286212913345
1.29737708762328,0.127245106872167,0.220375751178629,1,1,0.127245106872167
1.3878872012089,NA,0.158301752108589,1,0,0.158301752108589
1.57273684429472,NA,0.331428061120136,0,0,0.331428061120136
0.834578238258028,NA,0.311285479267525,0,0,0.311285479267525
3.2550063103072,NA,0.198647750069882,1,0,0.198647750069882
0.728503858634521,NA,0.0800634816085049,1,0,0.0800634816085049
2.5667867071235,NA,0.231280221644237,1,0,0.231280221644237
2.63888395173385,NA,0.21003553524237,1,0,0.21003553524237
3.51405989930312,NA,0.187310066673262,1,0,0.187310066673262
0.461991327965649,NA,0.159419964649643,0,0,0.159419964649643
1.85626585302956,NA,0.107997130296441,1,0,0.107997130296441
2.38770027630135,NA,0.0240987917590199,1,0,0.0240987917590199
1.79870641215968,NA,0.1108270086527,0,0,0.1108270086527
0.867055708119052,NA,0.230311662049578,0,0,0.230311662049578
1.20178941391689,NA,0.118026871861645,1,0,0.118026871861645
0.974224383410096,NA,0.587471380070523,0,0,0.587471380070523
2.45370693054256,NA,0.188164837855616,0,0,0.188164837855616
1.53739597213883,NA,0.0948729812828215,0,0,0.0948729812828215
1.89012429543093,NA,0.370070716104401,0,0,0.370070716104401
2.29197969279817,0.185758070140191,0.274173055323184,1,1,0.185758070140191
1.73996850341528,0.162668454981989,0.476066941222066,1,1,0.162668454981989
1.7444371951306,NA,0.00204191996739286,1,0,0.00204191996739286
0.693641083470988,NA,0.365156002917441,0,0,0.365156002917441
3.27889022612765,NA,0.00707158656633035,1,0,0.00707158656633035
1.48251401178875,NA,0.339675404470912,0,0,0.339675404470912
1.07542540704228,0.249877127780141,0.365249619025939,1,1,0.249877127780141
2.41154563818381,NA,0.117734295564118,0,0,0.117734295564118
2.0123696993201,NA,0.428492016151899,0,0,0.428492016151899
0.632826120377528,NA,0.106349434388114,0,0,0.106349434388114
1.59654819855422,NA,0.273732728940639,0,0,0.273732728940639
3.43269385898308,NA,0.21955877319665,1,0,0.21955877319665
0.69982347997421,NA,0.220691646949765,0,0,0.220691646949765
1.28031111249004,NA,0.335775702139413,0,0,0.335775702139413
2.93920477815878,NA,0.119360018547169,1,0,0.119360018547169
1.72242345078455,NA,0.199194651055281,0,0,0.199194651055281
1.75760927358652,NA,0.246837439823802,1,0,0.246837439823802
1.37678495822892,NA,0.2130342022624,0,0,0.2130342022624
2.58704456212265,NA,0.0372881792551894,1,0,0.0372881792551894
1.26726633217332,NA,0.37335142630084,0,0,0.37335142630084
0.757001216597913,NA,0.0738080038750857,1,0,0.0738080038750857
0.291322707292621,0.35506107328427,0.419492909361062,0,1,0.35506107328427
1.3536372144908,NA,0.420916621759729,0,0,0.420916621759729
-1.64419168567904,0.652933317884696,0.866676632758475,0,1,0.652933317884696
2.23113896616082,NA,0.280328010781141,1,0,0.280328010781141
0.216670888178704,NA,0.336079084446918,0,0,0.336079084446918
2.88816816168821,0.0189412860181089,0.279440064120803,1,1,0.0189412860181089
1.43994245415961,NA,0.303851329105253,1,0,0.303851329105253
0.62070144421532,NA,0.537504768191619,0,0,0.537504768191619
3.64324080154688,NA,0.0703653501227437,1,0,0.0703653501227437
1.14494346228241,0.343316300974955,0.396263090764331,1,1,0.343316300974955
1.1704768983127,NA,0.188074654475791,0,0,0.188074654475791
1.66682660776506,NA,0.335303264336622,0,0,0.335303264336622
2.19637651055996,0.240964746388426,0.462902336224657,1,1,0.240964746388426
2.92105115379623,NA,0.00793315668324226,1,0,0.00793315668324226
1.76069226895379,NA,0.288448087381302,0,0,0.288448087381302
1.11012410106772,NA,0.225466671735754,0,0,0.225466671735754
1.41068324540047,NA,0.137719677073705,0,0,0.137719677073705
1.77519210068122,0.118523691199307,0.268806213125055,0,1,0.118523691199307
2.13969019275977,NA,0.204666671870344,1,0,0.204666671870344
0.532711623934963,0.535666649936464,0.557686687980463,0,1,0.535666649936464
2.68086595634224,0.137486551421099,0.386788802204543,0,1,0.137486551421099
0.899289686756117,NA,0.138866489481522,0,0,0.138866489481522
2.827258348778,NA,0.00487532887367744,1,0,0.00487532887367744
1.65660142875139,NA,0.0287494721313608,1,0,0.0287494721313608
2.6983347309157,NA,0.107331368848729,1,0,0.107331368848729
2.80585961123678,0.471674888127699,0.635178033909472,0,1,0.471674888127699
1.31949497750027,NA,0.379219215962615,0,0,0.379219215962615
0.300950444259126,NA,0.0460108207367111,1,0,0.0460108207367111
4.28888133894937,NA,0.098236770623168,1,0,0.098236770623168
2.48863025303588,NA,0.337627101009661,0,0,0.337627101009661
0.539866263421186,NA,0.228955696887713,1,0,0.228955696887713
0.0533693901944006,NA,0.0312622075597488,0,0,0.0312622075597488
0.612222917116879,NA,0.371067577915172,0,0,0.371067577915172
3.59572559362882,NA,0.141316516923657,1,0,0.141316516923657
2.30501272372634,NA,0.18777092882469,1,0,0.18777092882469
0.866755766316294,NA,0.434554590749115,0,0,0.434554590749115
0.755022141272983,NA,0.223144395974656,0,0,0.223144395974656
2.61063227909106,NA,0.0397431902298064,1,0,0.0397431902298064
1.18006244661178,NA,0.569321790429173,0,0,0.569321790429173
0.480630928985941,NA,0.687987486885892,0,0,0.687987486885892
1.61020211219397,NA,0.270594115833917,0,0,0.270594115833917
1.03559340394475,0.319718325639485,0.682093533998904,1,1,0.319718325639485
1.60617270776072,NA,0.171722785608505,0,0,0.171722785608505
1.75438544550168,NA,0.0811209906440471,1,0,0.0811209906440471
2.25371532611051,NA,0.299964604538174,1,0,0.299964604538174
2.74778403022684,NA,0.211834934682073,1,0,0.211834934682073
2.72688013514283,NA,0.12101914335599,1,0,0.12101914335599
1.60377692963648,NA,0.724447308240646,0,0,0.724447308240646
3.04087466305694,NA,0.242244139687181,1,0,0.242244139687181
2.6973877710386,NA,0.188950357735774,0,0,0.188950357735774
2.45790847440125,NA,0.46901227844184,1,0,0.46901227844184
4.069247636938,NA,0.0600762992676417,1,0,0.0600762992676417
0.408151789052412,0.746286189530546,0.849512996348618,0,1,0.746286189530546
2.97111519594535,0.100987436202641,0.258097289627164,1,1,0.100987436202641
1.69937295534831,NA,0.0228293134264934,1,0,0.0228293134264934
2.56236074111976,NA,0.296125756131823,1,0,0.296125756131823
2.05680126779252,NA,0.205809154581865,0,0,0.205809154581865
1.32580898923026,0.20666769622244,0.485588315669394,0,1,0.20666769622244
0.853254585239129,NA,0.242047342603223,0,0,0.242047342603223
0.616156984648611,NA,0.397213034922963,1,0,0.397213034922963
1.83961021596874,NA,0.160209423944995,1,0,0.160209423944995
1.2604248794233,NA,0.154847365611539,0,0,0.154847365611539
2.9004548397723,NA,0.00814721467685018,1,0,0.00814721467685018
3.66973540512278,NA,0.255678959496688,1,0,0.255678959496688
0.101029727147539,0.618575080815472,0.776539702176146,0,1,0.618575080815472
2.03587558235245,0.691831912782306,0.862712438475814,0,1,0.691831912782306
2.84121469007779,NA,0.194413465029358,0,0,0.194413465029358
0.876566146415853,NA,0.36795549214971,0,0,0.36795549214971
1.78925324492486,NA,0.0108821968127564,1,0,0.0108821968127564
2.73064377367269,NA,0.0774098917670545,1,0,0.0774098917670545
1.1669000478742,NA,0.196175592232281,1,0,0.196175592232281
3.14539108500593,NA,0.0570795615123401,1,0,0.0570795615123401
