"Y","W","Delta","Z"
3.74297890408427,0.138340660343507,0,1
1.9342958440371,0.043957700278469,0,1
2.16108412633183,0.345581538578918,0,1
2.44667164157543,0.59950824362413,1,0
0.738368996943587,0.386272545579258,0,0
1.34965233627365,0.05893262253974,0,1
2.07185884527515,0.182693872388123,1,1
0.206058601771283,0.134096159044046,0,0
1.47201762419795,0.578257369783193,0,0
0.597794236385417,0.249894048874607,0,0
0.914286377743327,0.0341084851540936,0,1
3.14757144748448,0.0559529638628884,0,1
2.60356213879528,0.0960587462150616,1,1
2.97655680631203,0.0556541292437417,0,1
1.9950648217659,0.445754721566236,0,0
1.80349221053936,0.349449257286229,1,0
1.45922886225074,0.372805055737414,0,0
0.859225668251362,0.382923117439239,0,0
3.6358924436308,0.284731321357475,1,1
1.84593483228801,0.271911185400288,0,0
2.07275267436014,0.290698781934872,0,0
3.6472306237808,0.0331211951734894,0,1
1.55439353912678,0.0271533292132091,0,1
0.68526400765307,0.322151210130696,1,0
1.35757247319802,0.595693396195147,1,0
1.54323311453061,0.456510209771669,1,0
1.69720883616011,0.0715901445215458,0,1
1.06487610256739,0.334961534993463,0,0
2.25469285794334,0.13866433345131,0,1
1.33005109290089,0.595647972525754,0,0
0.900476948441104,0.40807687013,0,0
3.25763397491376,0.052851927772426,0,1
3.69556424785549,0.102276515236921,1,1
1.97931524555347,0.0870272335227888,0,0
1.12684984185931,0.572851707625537,0,0
2.07577406152032,0.00987504481466728,0,1
1.35500701303095,0.0797395640935378,0,1
2.49424830301714,0.12047042094137,0,1
3.1081972671233,0.0259707242280505,0,1
2.53512069496471,0.0586927131152286,0,1
1.32795853208661,0.00649369804958954,0,1
3.70926295494085,0.0560650027485346,1,1
1.03498781651131,0.0959538651121153,0,1
2.07504363959981,0.204505211611574,1,1
1.92466110162747,0.351525382483561,0,0
2.57351630951795,0.19273988287891,0,0
1.53401144316299,0.0355776762326516,1,1
1.45424381254764,0.244892362896102,0,0
1.55210779862434,0.132111854795466,0,0
2.63372913221186,0.0132664002523056,0,1
3.26711038155434,0.328776776623997,0,0
2.01804984384971,0.0191248116360175,0,1
1.76518668241415,0.0225337923204641,0,1
2.4697458946411,0.282162650336603,0,1
3.42430975298116,0.491502292888464,1,0
0.847626998881733,0.482490875213168,0,0
1.76712366958863,0.00468958566940374,0,1
0.833632641774919,0.284664287903984,1,0
2.88026393827201,0.0156575154155086,0,1
1.06448672137574,0.445866493618806,0,0
1.16189069385732,0.0275949766260851,0,0
0.75710881737609,0.0434824902992806,0,0
1.04543428055821,0.0752640511258098,0,0
2.83772852280045,0.0394030510684288,0,1
1.42264128764127,0.268550905387057,0,0
2.31983241674781,0.081743577156372,0,1
2.67898840620737,0.0260354496078894,0,1
0.764585503881813,0.21626088757402,1,0
0.804138831380025,0.367054914283316,0,0
1.94888550939398,0.425619729726433,1,0
3.80655836019145,0.13353767140785,1,1
1.30849473728988,0.247908978765385,0,0
2.24318242507369,0.0237224288647868,0,1
2.0676308341361,0.0209798695698765,0,1
1.90336192492236,0.000959988242392683,1,1
0.24329931887109,0.221052485314761,0,0
0.839507001519174,0.328732361412993,0,0
0.757059029467121,0.0249652838829521,0,1
3.61988100594574,0.108627608834694,0,1
2.64021352204151,0.0125622359813558,0,1
3.24421265312225,0.0986824570340591,0,1
2.71140242642471,0.101638607669274,0,1
1.33931641832901,0.35073608243226,1,0
0.833011935639847,0.479315298428791,0,0
3.22266981590356,0.0556151847185769,0,1
3.10350963621521,0.03157396423224,0,1
1.92234537070216,0.0707050581906654,1,1
1.23680070946568,0.206352604851881,0,0
1.13843432380355,0.00990171168721048,0,1
1.52877871346399,0.115390824688056,0,1
2.52962790749522,0.067030148181663,1,1
4.76735606357099,0.141754685062537,0,1
2.78995097968931,0.111427983977096,0,1
2.16634498733138,0.00707000991801388,0,0
2.89789324893393,0.181335878314583,1,0
2.22757860446495,0.0611716818394052,0,1
0.248952614245762,0.248351755918601,0,0
2.35679139243869,0.0301647678812401,0,1
0.965773429248646,0.31630292733687,1,0
1.26626125624353,0.483191687546921,0,1
-0.131883031652105,0.260511582111926,0,0
2.04729688949136,0.122502579992855,0,1
2.88969889307742,0.22838319855727,0,0
2.23514586042578,0.291012727320891,0,0
3.10827651142318,0.0408432150001108,0,1
0.991371235040182,0.448978543757668,0,0
1.30798613058708,0.258221875588108,1,0
3.19094934034007,0.0531792994436539,0,1
2.53820252096672,0.0953844660047112,1,1
0.611489179725013,0.584167878072529,1,0
0.892672204863101,0.400409263753148,0,0
2.86012940224392,0.0191526363696705,0,1
3.69080430373609,0.0471119029719796,1,1
1.4783804861554,0.504247825970901,0,0
2.59395178816255,0.0523337527185175,0,1
0.110798160036329,0.0390137531706099,0,1
2.94288792181674,0.0959881014451043,0,1
2.12384619612808,0.177025785490376,0,0
3.32056074590676,0.0276511784586722,0,1
2.67268465892749,0.044681712783168,0,1
2.38463602911434,0.0327689206699052,0,1
2.59009265978529,0.762512695367033,0,0
0.710741178045937,0.586437307799528,0,0
1.14396208947999,0.0294460187938443,0,0
0.804165234240091,0.285524104969094,0,0
2.81013070816594,0.0588046719832378,0,1
2.93217203885967,0.138871515916926,0,1
1.32982670925323,0.271140198874318,0,1
0.615171998847272,0.29431588332106,0,0
1.09790039251881,0.538800545594157,1,0
1.31801539225964,0.562483724368388,0,0
2.00486620284384,0.326825883475817,1,1
0.370829965652345,0.402583045897794,0,0
2.37931985249512,0.260801217832473,0,0
1.60946854313377,0.619160935589437,0,0
3.553436248415,0.0982928964654089,0,1
0.830656028834257,0.352961897045443,0,0
4.20680777174288,0.0377048952999393,0,1
1.9620301409471,0.156525157140172,1,1
2.06176462390551,0.165481786496683,0,1
1.76548772551102,0.623395169057543,0,0
1.22258101668413,0.457994349180072,1,0
1.614850474042,0.285673673250485,0,0
2.35869472679212,0.00276157297237587,0,1
2.22450495206264,0.20609030487748,0,1
2.14119506815949,0.403824418488993,0,0
0.832694116604321,0.379993561376383,1,0
2.22260768191932,0.199392583527557,0,0
2.00528854671802,0.40465267723119,0,0
1.18030684718425,0.125202861143527,0,0
0.909434207790529,0.448028287241528,0,0
3.09945954237069,0.0506252954748319,0,1
2.49065735082247,0.0072647384935262,0,1
1.79530690007222,0.39432787216246,0,1
2.72858548926067,0.166329539330254,0,0
3.21114467776188,0.0301326155047076,0,1
2.2387527821123,0.407292185509823,0,0
1.03045638743793,0.13777415489223,0,0
1.23479625519241,0.121223647647738,0,0
2.01254991536258,0.274534410734538,0,0
2.68250695272812,0.140199735524601,0,0
2.37422317843875,0.00512136781641297,0,1
2.80600990514914,0.0649204971152015,0,1
3.06422417928355,0.462428797118747,1,0
1.04508462016303,0.117623155558686,0,0
2.71193427363084,0.0143918059167409,0,1
3.21958112573629,0.0496020688636308,0,1
0.454465373551192,0.390957098811377,0,0
2.13663334252121,0.277404369033794,0,0
3.01174886537979,0.110969248006111,0,1
2.60881496253293,0.111822460998504,0,1
2.22186125627837,0.497512991153571,0,0
2.38259642649044,0.109378226038646,0,0
3.1812994045078,0.169919295687901,0,0
1.37286727343534,0.0962768423933858,0,0
2.2278099694558,0.364431926123876,0,0
0.0220751131115831,0.204442937711846,0,0
1.84445029763355,0.203685547627336,0,0
1.35175086314687,0.474288283716246,0,0
0.687080889975783,0.166244677379762,0,0
1.91808181353188,0.432286982510274,0,0
0.529112050947814,0.0666611842239004,0,1
2.09058577802311,0.327383329459316,0,0
3.40012462613156,0.216287254340203,1,1
2.12245312225511,0.00134269410493231,0,1
0.552474626300679,0.430861615910692,0,0
2.26933901828253,0.234208279466987,0,0
1.63918326033882,0.358459146824322,0,0
1.69942447662563,0.293162134695043,0,0
2.41418302746915,0.19220795475348,1,0
0.324845191735144,0.237455826673936,0,0
0.435146893107703,0.103550811774566,0,0
2.59548993066906,0.444002415887357,0,0
1.02223537886453,0.351336115529571,0,0
1.53167061319048,0.0365210495101291,0,1
2.61999979705975,0.188720052280924,0,0
4.16403118886855,0.143058634319802,0,1
2.87130595841613,0.0853593129985828,0,1
0.0254975918068643,0.166945160884252,0,0
-0.454926272265435,0.275066698280639,0,0
1.16917754943601,0.448078735880677,0,0
2.2755238988492,0.313685258579887,1,1
4.21808247639186,0.041157775890026,0,1
0.0283095645658624,0.674586333805227,0,0
0.159661661567543,0.403931299760308,0,0
2.05559182591218,0.211249082278711,1,0
0.818226424610751,0.106948310866214,0,0
2.37684327381143,0.13790950242371,0,1
0.33651067713706,0.0780479677832637,0,0
1.7313749107595,0.145172131989413,0,1
2.83467593841365,0.235968009422758,0,0
2.17806752625918,0.221841584433281,0,0
2.65531294910161,0.172775795155042,1,0
1.51667928793967,0.411311770658285,0,0
2.44231775053336,0.049795924219217,0,1
3.819525644744,0.0484372558237542,0,1
0.646224013807076,0.340564910353621,0,0
1.56439535833631,0.128700289839272,0,0
2.24422173119728,0.164721508718239,0,0
1.67104630931437,0.69415676891106,0,0
3.45001978298859,0.00957286212913345,0,1
1.29737708762328,0.127245106872167,1,1
1.3878872012089,0.158301752108589,0,1
1.57273684429472,0.331428061120136,0,0
0.834578238258028,0.311285479267525,0,0
3.2550063103072,0.198647750069882,0,1
0.728503858634521,0.0800634816085049,0,1
2.5667867071235,0.231280221644237,0,1
2.63888395173385,0.21003553524237,0,1
3.51405989930312,0.187310066673262,0,1
0.461991327965649,0.159419964649643,0,0
1.85626585302956,0.107997130296441,0,1
2.38770027630135,0.0240987917590199,0,1
1.79870641215968,0.1108270086527,0,0
0.867055708119052,0.230311662049578,0,0
1.20178941391689,0.118026871861645,0,1
0.974224383410096,0.587471380070523,0,0
2.45370693054256,0.188164837855616,0,0
1.53739597213883,0.0948729812828215,0,0
1.89012429543093,0.370070716104401,0,0
2.29197969279817,0.185758070140191,1,1
1.73996850341528,0.162668454981989,1,1
1.7444371951306,0.00204191996739286,0,1
0.693641083470988,0.365156002917441,0,0
3.27889022612765,0.00707158656633035,0,1
1.48251401178875,0.339675404470912,0,0
1.07542540704228,0.249877127780141,1,1
2.41154563818381,0.117734295564118,0,0
2.0123696993201,0.428492016151899,0,0
0.632826120377528,0.106349434388114,0,0
1.59654819855422,0.273732728940639,0,0
3.43269385898308,0.21955877319665,0,1
0.69982347997421,0.220691646949765,0,0
1.28031111249004,0.335775702139413,0,0
2.93920477815878,0.119360018547169,0,1
1.72242345078455,0.199194651055281,0,0
1.75760927358652,0.246837439823802,0,1
1.37678495822892,0.2130342022624,0,0
2.58704456212265,0.0372881792551894,0,1
1.26726633217332,0.37335142630084,0,0
0.757001216597913,0.0738080038750857,0,1
0.291322707292621,0.35506107328427,1,0
1.3536372144908,0.420916621759729,0,0
-1.64419168567904,0.652933317884696,1,0
2.23113896616082,0.280328010781141,0,1
0.216670888178704,0.336079084446918,0,0
2.88816816168821,0.0189412860181089,1,1
1.43994245415961,0.303851329105253,0,1
0.62070144421532,0.537504768191619,0,0
3.64324080154688,0.0703653501227437,0,1
1.14494346228241,0.343316300974955,1,1
1.1704768983127,0.188074654475791,0,0
1.66682660776506,0.335303264336622,0,0
2.19637651055996,0.240964746388426,1,1
2.92105115379623,0.00793315668324226,0,1
1.76069226895379,0.288448087381302,0,0
1.11012410106772,0.225466671735754,0,0
1.41068324540047,0.137719677073705,0,0
1.77519210068122,0.118523691199307,1,0
2.13969019275977,0.204666671870344,0,1
0.532711623934963,0.535666649936464,1,0
2.68086595634224,0.137486551421099,1,0
0.899289686756117,0.138866489481522,0,0
2.827258348778,0.00487532887367744,0,1
1.65660142875139,0.0287494721313608,0,1
2.6983347309157,0.107331368848729,0,1
2.80585961123678,0.471674888127699,1,0
1.31949497750027,0.379219215962615,0,0
0.300950444259126,0.0460108207367111,0,1
4.28888133894937,0.098236770623168,0,1
2.48863025303588,0.337627101009661,0,0
0.539866263421186,0.228955696887713,0,1
0.0533693901944006,0.0312622075597488,0,0
0.612222917116879,0.371067577915172,0,0
3.59572559362882,0.141316516923657,0,1
2.30501272372634,0.18777092882469,0,1
0.866755766316294,0.434554590749115,0,0
0.755022141272983,0.223144395974656,0,0
2.61063227909106,0.0397431902298064,0,1
1.18006244661178,0.569321790429173,0,0
0.480630928985941,0.687987486885892,0,0
1.61020211219397,0.270594115833917,0,0
1.03559340394475,0.319718325639485,1,1
1.60617270776072,0.171722785608505,0,0
1.75438544550168,0.0811209906440471,0,1
2.25371532611051,0.299964604538174,0,1
2.74778403022684,0.211834934682073,0,1
2.72688013514283,0.12101914335599,0,1
1.60377692963648,0.724447308240646,0,0
3.04087466305694,0.242244139687181,0,1
2.6973877710386,0.188950357735774,0,0
2.45790847440125,0.46901227844184,0,1
4.069247636938,0.0600762992676417,0,1
0.408151789052412,0.746286189530546,1,0
2.97111519594535,0.100987436202641,1,1
1.69937295534831,0.0228293134264934,0,1
2.56236074111976,0.296125756131823,0,1
2.05680126779252,0.205809154581865,0,0
1.32580898923026,0.20666769622244,1,0
0.853254585239129,0.242047342603223,0,0
0.616156984648611,0.397213034922963,0,1
1.83961021596874,0.160209423944995,0,1
1.2604248794233,0.154847365611539,0,0
2.9004548397723,0.00814721467685018,0,1
3.66973540512278,0.255678959496688,0,1
0.101029727147539,0.618575080815472,1,0
2.03587558235245,0.691831912782306,1,0
2.84121469007779,0.194413465029358,0,0
0.876566146415853,0.36795549214971,0,0
1.78925324492486,0.0108821968127564,0,1
2.73064377367269,0.0774098917670545,0,1
1.1669000478742,0.196175592232281,0,1
3.14539108500593,0.0570795615123401,0,1
1.85883753348182,0.504580010979989,0,0
2.7506421285607,0.0825749740168751,0,0
1.37186177257169,0.00336991314800508,0,1
1.2992666165077,0.248085537952351,0,0
2.54952984562669,0.308012593143438,0,1
2.89890146810578,0.167215874100064,0,1
1.48011559326571,0.39248800530172,0,0
0.90575540635044,0.494897976848003,0,0
4.20745991338689,0.126409410282267,0,1
1.36578432531202,0.110753260428161,0,0
0.762224984022603,0.436286089646274,0,0
2.05923892195647,0.128182379856003,0,1
2.41626051520965,0.241125170704457,0,1
2.05914210563472,0.384601875166721,0,0
1.01323210614611,0.238424499940757,0,0
1.4541839672369,0.295261858841237,0,0
2.54843522278504,0.114300058975004,1,1
0.413190284703432,0.189802941535726,0,0
1.4303139669074,0.154120054439404,1,0
2.80440225618032,0.254499362658068,0,1
0.615510332665329,0.210959241984239,0,0
0.573874006847138,0.371705673852923,0,0
1.49145016853378,0.230748922445921,0,0
-1.61976654791777,0.404919834088185,0,0
2.94392968447915,0.148744350758587,1,1
3.45336499318686,0.28435729044453,0,1
3.45620786963881,0.238559127422277,0,1
1.978281251433,0.0015915174499979,0,1
1.22759579693102,0.710206876927736,0,0
0.0724408739399744,0.497063678096715,0,0
1.09761126842427,0.216940283245353,0,0
1.42604562181065,0.162490591098421,0,0
1.02835912364354,0.370462617065293,0,0
-0.168347797245976,0.100139722583437,0,0
2.18233820465406,0.133332788367904,0,1
2.54306722839933,0.0191739270599948,0,1
1.64464420677591,0.228475064797368,1,0
2.30818478654495,0.595563461389327,0,0
1.43185382934243,0.0334342003127748,0,1
2.55128599954883,0.46730925086006,0,0
2.41956350084217,0.37426778257167,0,1
1.39677495444242,0.0919056201460479,0,1
1.21541789296874,0.259948008531596,0,0
1.34976747952636,0.304069664009425,1,0
1.13528767173017,0.118583124355441,0,0
2.23719411188976,0.0158214206528577,0,1
2.88286830074217,0.36649810698516,0,0
2.50704642092112,0.104391256775968,1,0
2.7343785446803,0.000479392980132298,0,1
1.64916189676453,0.091917132170628,0,1
0.402989703468693,0.482755960582909,0,0
1.21553449452658,0.145189233680721,0,1
2.49274218152671,0.115571899167047,0,1
1.89768652534675,0.0170063133189356,1,1
2.6708884769032,0.0279913244147704,1,1
1.75552602364854,0.268333173467137,0,0
1.81467882005263,0.328202679087173,0,0
2.85903292868401,0.0670836837153797,1,1
1.5091701083551,0.410539951663463,1,0
1.72480277933776,0.382472789898241,0,0
1.76228257670789,0.126231877891682,0,1
0.834760713731844,0.356043587837822,0,0
1.59293754637856,0.124138248150842,0,0
0.609667106639026,0.0735414326515223,0,0
3.0414604978798,0.270459605934061,0,0
2.82925224620861,0.359214640744083,0,0
1.93781636813385,0.154502269800072,0,1
3.39642371777613,0.012702599380499,0,1
1.53843755496432,0.668978480637941,0,0
3.44576254229351,0.102285973679681,1,1
1.53243243209223,0.177348645846808,0,1
1.41073072883035,0.0259206761292559,0,1
2.32321842975729,0.159499236114715,0,1
3.69981448738418,0.447282404495739,0,0
0.863195442620021,0.246560236688005,0,1
1.00770874904817,0.261202181384748,0,0
3.42956361928352,0.00729618437933608,0,1
3.21176878951833,0.157239637566685,0,1
1.18682529234797,0.0234121853844268,0,1
4.38003478136864,0.169673865196338,0,1
2.1297503161644,0.429976878332009,0,0
1.58041655043492,0.145694795770227,0,0
2.46384614720694,0.0774131950954418,0,1
2.28546876512893,0.13854339896912,0,1
1.53035820186995,0.182188056357781,0,0
1.03687792026333,0.189618982940339,0,1
3.9831345346735,0.215492979181077,0,1
1.5291115722836,0.356348966079934,0,0
2.78483197724375,0.161938101730934,0,1
1.70244153527633,0.0177774249995122,0,1
1.59147662847383,0.0772390781100403,0,1
0.437431659844967,0.0968328585741993,0,0
1.04044098172996,0.41565273431962,0,0
1.43997772913212,0.422698781647307,0,0
2.61255999914351,0.256549559017211,0,1
1.35152286801088,0.0373078310486236,0,1
2.81736560219905,0.103490297200004,0,1
1.64145716252394,0.0052374185446034,0,1
2.4172922862587,0.0820590823652815,0,1
3.20542673206917,0.0115028927410933,0,1
0.874078597323961,0.122445645155729,0,0
0.977575332139729,0.245090040241017,0,0
2.4570809456101,0.128321034988825,0,0
0.725779115686945,0.20180231440978,0,0
0.993847950381265,0.307847757671286,1,0
1.81833642249107,0.324956267196208,0,0
1.13846361065154,0.169773264609561,0,0
2.2831922764527,0.750106786750078,0,0
2.71793536874791,0.0197106421211406,0,1
0.400972412345317,0.0595410937771215,0,0
2.40479664187596,0.304713215580787,0,1
3.36322395726912,0.0168493326905711,0,1
-0.0547459356847593,0.146845300353883,1,0
1.46324512014606,0.141513707098003,1,0
1.34570968663077,0.345275183295688,1,0
1.80332447206495,0.01362824678184,0,1
0.826260012380436,0.487358684434837,0,0
3.53762241039824,0.126640528031269,0,1
2.49196130574617,0.0658038430364132,1,1
0.908552435085198,0.137857013077454,0,1
1.50907385778476,0.0523142643304723,0,1
3.28194076200115,0.186433888500476,0,0
1.64179502862401,0.044508791960926,0,1
1.53320471185371,0.510653220429251,0,1
0.304062918707848,0.375465899486528,0,0
0.919313617314353,0.359205817748794,0,0
0.783161294265858,0.513088653210044,1,0
2.82586552178811,0.0167941809528614,0,1
2.91404535784645,0.12720428043903,0,1
3.16306059676841,0.00597459586275702,0,1
1.63822196556007,0.319600839709276,0,0
1.89589761327146,0.342492226830767,0,0
2.96533614447215,0.156167455160419,1,1
0.709649944936581,0.0999156908373301,1,1
2.46529241187871,0.0397988864676164,0,1
1.33553373828129,0.475985576010491,1,0
3.83540747443046,0.079656599218782,1,1
0.480489350407585,0.521921701275273,0,0
2.28679279038087,0.511307332013583,0,1
0.564854875939486,0.478035166397489,0,0
0.594817613387745,0.105445749678017,0,0
0.659006283128352,0.426777950016153,0,0
-0.0325099942073797,0.194965114393811,0,0
2.03478681096272,0.07692416525103,0,1
1.99601165091339,0.0731918881806267,1,1
2.51157457361956,0.0799504825572637,0,1
1.51136833200618,0.137639295828891,0,0
3.27520321372033,0.193704744770006,0,1
2.63109373431896,0.209092591717759,0,1
2.09959920792756,0.313836403237836,0,0
3.05474175039914,0.0952170355587246,1,1
2.77275431340314,0.293349192300955,0,1
1.585647398546,0.41179895850715,0,0
2.21475911845367,0.317921029381864,0,1
2.5659225813701,0.433201339394135,0,0
1.69567246731614,0.202842387104237,1,0
1.99414868808546,0.236267590310779,0,1
1.09898154090751,0.0480491913926798,0,1
2.58362278013694,0.0476833196379834,1,1
2.8216227986262,0.0157693157125867,0,1
0.146724898229516,0.362972408418217,0,0
1.24885865067423,0.0280673146010391,0,1
3.07589705818101,0.0218281212466428,0,1
2.65633906075008,0.11829609176877,0,1
3.727148596102,0.00719004808502232,0,1
3.08620090573552,0.20773529733903,0,0
1.80053112338854,0.324225406501417,0,0
1.57068947574739,0.129028856408537,0,0
1.50137245720577,0.393906208809107,1,0
1.96792246824185,0.23524638944426,0,1
1.44728361101637,0.154612211587562,0,1
1.68491559922368,0.430646579809746,1,0
1.83653250384689,0.0642799005292182,0,1
1.55762162035999,0.084446852730524,0,1
2.21712723448268,0.135737779020168,0,1
-0.544933932977412,0.193634325256689,0,0
1.21534641102974,0.120919716440342,0,0
1.14570475273499,0.447778400704833,0,1
1.9748355782472,0.104212713274799,0,0
3.5846454108137,0.00545285433952441,0,1
0.929095240287354,0.317350298370568,0,0
1.66378125721202,0.0243258960496519,0,1
2.21771909987344,0.0590991543095251,0,1
3.1120059845138,0.040425190943231,0,1
1.87920199784262,0.258442585784071,1,0
1.99125081447513,0.334672270535671,0,0
0.536218775270025,0.444561943299817,0,0
2.70533470271574,0.172423829871021,0,1
0.561520864494149,0.21874182023644,0,0
3.10520770599908,0.022412985267701,0,1
0.83037480061374,0.547606476261994,0,0
2.75780786188738,0.0773351551987978,0,1
0.857774208783322,0.206228934879959,0,0
0.549910260040486,0.323943978494964,0,0
3.86855507099583,0.0110546923932145,0,1
0.519007318995028,0.381858555495003,0,0
1.95728259255963,0.010936059382793,1,1
3.1316876289989,0.245033619879498,0,0
2.44657579563546,0.291607194976432,0,1
3.83799902199862,0.0976259025235832,0,1
1.73115150590784,0.499739586663331,0,0
2.25526377612124,0.235840121063919,0,0
3.06065239767091,0.269068045679603,1,1
0.560827472132169,0.301258248271172,0,0
1.44483069820757,0.339019255735757,0,0
2.44859712266575,0.483003658275169,0,0
1.08129895715236,0.311304037344561,0,0
2.53094729083444,0.207140841519789,0,1
1.52539417331367,0.187650616435367,0,1
2.49796216755425,0.0334212600223267,0,1
1.28703018914639,0.203273451216594,0,0
2.03983473930085,0.176631430305041,0,1
2.95112986695815,0.508595857992304,0,0
0.699656630092177,0.22703295739052,0,1
1.40189039217259,0.331898511694288,0,0
0.808775231805846,0.111296438206711,0,0
3.86070784080062,0.151514696375722,0,1
2.98494465114826,0.349128525985547,1,1
2.97523610481001,0.0274829500293014,0,1
1.75879681784368,0.247416718208673,1,1
1.6007396419524,0.0683119231681376,0,1
1.21324233537499,0.644768413331699,0,0
2.44041628769342,0.280758427216783,1,0
2.78311197694589,0.0128261044846518,0,1
0.979977413328251,0.299880805862438,0,0
0.891510268318943,0.283272076107399,0,0
3.10244887738684,0.222302898356867,1,1
3.07719447610996,0.196992218032884,0,1
1.92311604715493,0.211402857358331,0,1
1.33126261506261,0.42292244111979,0,0
1.79909228548136,0.00839746546390457,1,1
1.76353957185687,0.162207082674786,0,0
4.20892226984701,0.26026784419223,0,1
1.34496584245192,0.557338014639418,0,0
1.4411274553507,0.185685505435288,0,1
2.08066385523077,0.337544738883926,0,1
0.701604967254609,0.37729186595336,0,0
1.06979481126434,0.465142813753461,0,0
2.05009945638404,0.0550639114684891,0,1
2.33833281822675,0.253627362341929,0,1
3.31100535396803,0.107883048878251,0,1
3.55969195351489,0.0434220686277698,0,1
2.84296892266083,0.00947499471383917,0,1
2.94549717062139,0.0597018253333156,0,1
2.17972736180338,0.120641847206311,1,0
1.05944846831213,0.295791520217835,0,0
1.0926354991127,0.1953390266162,0,0
2.08387435824105,0.0661383484960482,0,0
1.13852383093243,0.302166006099993,0,0
1.85081059562343,0.0833189814450925,0,1
2.10343540760693,0.174725326940215,0,1
1.55339513012363,0.482846522907425,0,0
2.45423222641164,0.00690151321262211,1,1
2.74960124360126,0.0692420539414007,0,1
2.89019714903621,0.139327099284123,1,1
2.79826782161157,0.429325028748105,0,0
0.184354591486213,0.174874769290692,1,0
2.03796539769775,0.161598087002347,0,0
